"id";"name";"description";"price";"Qty";"image";"subcategory";"category"
484;"Tide Natural of Lemon & Chandan Detergent Powder";"Tide Natural of Lemon & Chandan Detergent Powder";"56;36;10";1;"Tide_Natural_of_Lemon_Chandan_Detergent_Powder.png";"Detergent";"Household"
485;"Tide Value Pack Detergent Bar";"Tide Value Pack Detergent Bar";"75";1;"Tide_Value_Pack_Detergent_Bar.png";"Laundry";"Household"
486;"Tide+ With Extra Power Lemon & Mint Detergent Powder";"Tide+ With Extra Power Lemon & Mint Detergent Powder";"515;204";1;"Tide_With_Extra_Power_Lemon_Mint_Detergent_Powder.png";"Detergent";"Household"
487;"Tide+With Extra Power+ Jasmin & Rose Detergent Powder";"Tide+With Extra Power+ Jasmin & Rose Detergent Powder";"439";1;"Tide_With_Extra_Power_Jasmin_Rose_Detergent_Powder.png";"Laundry";"Household"
488;"Trophy Royale Basmati Rice Extra Long";"Trophy Royale Basmati Rice Extra Long";"169";1;"Trophy_Royale_Basmati_Rice_Extra_Long.png";"Rice.";"Food"
489;"Tropicana Slice Manjo Juice";"Tropicana Slice Manjo Juice";"35";1;"Tropicana_Slice_Manjo_Juse_Mango_Juse.png";"Beverages";"Food"
490;"Udhaiyam Pure Iodised Salt Crystal";"Udhaiyam Pure Iodised Salt Crystal";"16";1;"Udhaiyam_Pure_Iodised_Salt_Crystal.png";"Condiments";"Food"
491;"Ujala Supreme Clothes Wash Liquid";"Ujala Supreme Clothes Wash Liquid";"8;22;65";1;"Ujala_Supreme_Clothes_Wash_Liquid.png";"Detergent";"Household"
492;"Varalakshmi Muthyam Super Premium Rice";"Varalakshmi Muthyam Super Premium Rice";"975";1;"Varalakshmi_Muthyam_Super_Premium_Rice.png";"Food";"Food"
493;"Vaseline Healthy White Sunscreen Lotion";"Vaseline Healthy White Sunscreen Lotion";"99";1;"Vaseline_Healthy_White_Sunscreen_Lotion.png";"Bath";"Personal Care"
494;"Vaseline Intensive Care Advance Repair Non Greasy Lotion";"Vaseline Intensive Care Advance Repair Non Greasy Lotion";"140";1;"Vaseline_Intensive_Care_Advance_Repair_Non_Greasy_Lotion.png";"Beauty";"Personal Care"
495;"Vim Bar Dishwash";"Vim Bar Dishwash";"5;20";1;"Vim_Bar_Dish_Wash.png";"Detergent";"Household"
496;"Vim Power of 100 Lemons Dishwash Gel - Refil";"Vim Power of 100 Lemons Dishwash Gel - Refil";"20;40";1;"Vim_Power_of_100_Lemons_Dishwash_Gel_Refil.png";"Dishwashing";"Household"
497;"Werite Big Bond Water Colour Pen";"Werite Big Bond Water Colour Pen";"30";1;"Werite_Big_Bond_Water_Colour_Pen.png";"Stationary";"Stationary"
498;"Yippee Noodles Mood Masala";"Yippee Noodles Mood Masala";"15";1;"Yippee_Noodles_Mood_Masala.png";"Noodles";"Food"
499;"Om Muruga Organic Milagu";"Om Muruga Organic Milagu";"34;65";1;"Om_Muruga_Organic_Milagu.png";"Spices";"Food"
500;"Om Muruga Organic Neem Oil";"Om Muruga Organic Neem Oil";"25;45;65";1;"Om_Muruga_Organic_Mneem_Oil.png";"Oils";"Food"
501;"Om Muruga Organic Mudakkathan";"Om Muruga Organic Mudakkathan";"20";1;"Om_Muruga_Organic_Mudakkathan.png";"Spices";"Food"
502;"Om Muruga Organic Murnga Veedhai";"Om Muruga Organic Murnga Veedhai";"50";1;"Om_Muruga_Organic_Murnga_Veedhai.png";"Condiments";"Food"
503;"Om Muruga Organic Naatu Sugar";"Om Muruga Organic Naatu Sugar";"50";1;"Om_Muruga_Organic_Naatu_Sugar.png";"Spices";"Food"
504;"Om Muruga Organic Nattu Sukku";"Om Muruga Organic Nattu Sukku";"240";1;"Om_Muruga_Organic_Nattu_Sukku.png";"Spices";"Food"
505;"Om Muruga Organic Natural Soap";"Om Muruga Organic Natural Soap";"80";1;"Om_Muruga_Organic_Natural_Soap.png";"Soaps";"Personal Care"
506;"Om Muruga Organic Nerunji Mull";"Om Muruga Organic Nerunji Mull";"40";1;"Om_Muruga_Organic_Nerunji_Mull.png";"Spices";"Food"
507;"Om Muruga Organic Nilavembu Kudineer";"Om Muruga Organic Nilavembu Kudineer";"70";1;"Om_Muruga_Organic_Nilavembu_Kudineer.png";"Medicine";"Personal Care"
508;"Om Muruga Organic Onion Papad";"Om Muruga Organic Onion Papad";"30";1;"Om_Muruga_Organic_Onion_Paped.png";"Snacks.";"Food"
509;"Om Muruga Organic Palm";"Om Muruga Organic Palm";"45";1;"Om_Muruga_Organic_Palm.png";"Spices";"Food"
510;"Om Muruga Organic Pattani";"Om Muruga Organic Pattani";"15";1;"Om_Muruga_Organic_Pattani.png";"Pulses";"Food"
511;"Om Muruga Organic Pumkin";"Om Muruga Organic Pumkin";"40";1;"Om_Muruga_Organic_Pumkin.png";"Nuts";"Food"
512;"Om Muruga Organic Ragi";"Om Muruga Organic Ragi";"25";1;"Om_Muruga_Organic_Ragi.png";"Condiments";"Food"
513;"Om Muruga Organic Round Chilli";"Om Muruga Organic Round Chilli";"25";1;"Om_Muruga_Organic_Round_Chilli.png";"Spice";"Food"
514;"Om Muruga Organic Saami";"Om Muruga Organic Saami";"30";1;"Om_Muruga_Organic_Saami.png";"Grains";"Food"
515;"Om Muruga Organic Sabja Seeds";"Om Muruga Organic Sabja Seeds";"15";1;"Om_Muruga_Organic_Sabja_Seeds.png";"Spices";"Food"
516;"Om Muruga Organic Samai Pongal Mix";"Om Muruga Organic Samai Pongal Mix";"65";1;"Om_Muruga_Organic_Samai_Pongal_Mix.png";"Food";"Food"
517;"Om Muruga Organic Samba";"Om Muruga Organic Samba";"35";1;"Om_Muruga_Organic_Samba.png";"Grains";"Food"
518;"Om Muruga Organic Samba Wheat";"Om Muruga Organic Samba Wheat";"50";1;"Om_Muruga_Organic_Samba_Wheat.png";"Grains.";"Food"
519;"Om Muruga Organic Shop Coconut Soap";"Om Muruga Organic Shop Coconut Soap";"70";1;"Om_Muruga_Organic_Shop_Coconut_Soap.png";"Bath";"Personal Care"
520;"Om Muruga Organic Shop Javvarisi";"Om Muruga Organic Shop Javvarisi";"33";1;"Om_Muruga_Organic_Shop_Javvarisi.png";"Grains";"Food"
521;"Om Muruga Organic Shop Kadalai Paruppu";"Om Muruga Organic Shop Kadalai Paruppu";"40";1;"Om_Muruga_Organic_Shop_Kadalai_Paruppu.png";"Legume";"Food"
522;"Om Muruga Organic Shop Kadalaimavu";"Om Muruga Organic Shop Kadalaimavu";"60";1;"Om_Muruga_Organic_Shop_Kadalaimavu.png";"Spice";"Food"
523;"Om Muruga Organic Shop Karuppu Ellu";"Om Muruga Organic Shop Karuppu Ellu";"22";1;"Om_Muruga_Organic_Shop_Karuppu_Ellu.png";"Condiments";"Food"
524;"Om Muruga Organic Shop Karuppu Kollu";"Om Muruga Organic Shop Karuppu Kollu";"15";1;"Om_Muruga_Organic_Shop_Karuppu_Kollu.png";"Lentils";"Food"
525;"Om Muruga Organic Shop Karuppu Ulundhu";"Om Muruga Organic Shop Karuppu Ulundhu";"40";1;"Om_Muruga_Organic_Shop_Karuppu_Ulundhu.png";"Pulses";"Food"
526;"Om Muruga Organic Shop Kasa Kasa";"Om Muruga Organic Shop Kasa Kasa";"85";1;"Om_Muruga_Organic_Shop_Kasa_Kasa.png";"Condiments";"Food"
527;"Om Muruga Organic Shop Milagu Thal";"Om Muruga Organic Shop Milagu Thal";"30";1;"Om_Muruga_Organic_Shop_Milagu_Thal.png";"Spices";"Food"
528;"Om Muruga Organic Shop Pistha";"Om Muruga Organic Shop Pistha";"230";1;"Om_Muruga_Organic_Shop_Pistha.png";"Nuts";"Food"
529;"Om Muruga Organic Shop Sun Flower Seeds";"Om Muruga Organic Shop Sun Flower Seeds";"30";1;"Om_Muruga_Organic_Shop_Sun_Flower_Seeds.png";"Condiments";"Food"
530;"Om Muruga Organic Shop Thirachai";"Om Muruga Organic Shop Thirachai";"40";1;"Om_Muruga_Organic_Shop_Thirachai.png";"Dried fruit";"Food"
531;"Om Muruga Organic Spade Flower Idly Rice Podi";"Om Muruga Organic Spade Flower Idly Rice Podi";"75";1;"Om_Muruga_Organic_Spade_Flower_Idly_Rice_Podi.png";"Spices";"Food"
532;"Om Muruga Organic Thatai Parupu";"Om Muruga Organic Thatai Parupu";"34";1;"Om_Muruga_Organic_Thatai_Parupu.png";"Pulses";"Food"
533;"Om Muruga Organic Thinai Pongal Mix";"Om Muruga Organic Thinai Pongal Mix";"69";1;"Om_Muruga_Organic_Thinai_Pongal_Mix.png";"Grains";"Food"
534;"Om Muruga Organic Thinai Rava Upma Mix";"Om Muruga Organic Thinai Rava Upma Mix";"65";1;"Om_Muruga_Organic_Thinai_Rava_Upma_Mix.png";"Food";"Food"
535;"Om Muruga Organic Thirachai";"Om Muruga Organic Thirachai";"40";1;"Om_Muruga_Organic_Thirachai.png";"Dried fruit";"Food"
536;"Om Muruga Organic Varagu Pongal Mix";"Om Muruga Organic Varagu Pongal Mix";"69";1;"Om_Muruga_Organic_Varagu_Pongal_Mix.png";"Grains";"Food"
537;"Oreo Chocolatey Sandwich Biscuits";"Oreo Chocolatey Sandwich Biscuits";"10";1;"Oreo_Biscuits_Chocolatey_Sandwich_Biscuits.png";"Snacks";"Food"
538;"Oreo Golden Cadbury Oreo Biscuits";"Oreo Golden Cadbury Oreo Biscuits";"10";1;"Oreo_Golden_Cadbury_Oreo_Biscuits.png";"Cookies";"Food"
539;"Oreo Choco Cream Biscuits";"Oreo Choco Cream Biscuits";"10;30";1;"Oreo_Oreo_Choco_Cream_Biscuits.png";"Snacks";"Food"
540;"Oreo Strawberry Cream Biscuits";"Oreo Strawberry Cream Biscuits";"10;30";1;"Oreo_Oreo_Strawberry_Cream_Biscuits.png";"Cookies";"Food"
541;"Organic World Anti Luce & Dandruff Oil";"Organic World Anti Luce & Dandruff Oil";"150";1;"Organic_World_Anti_Luce_Dandruff_Oil.png";"Beauty";"Personal Care"
542;"Organic World Black Kavuni Rice";"Organic World Black Kavuni Rice";"110";1;"Organic_World_Black_Kavuni_Rice.png";"Grains";"Food"
543;"Organic World Moringa Leaf Powder";"Organic World Moringa Leaf Powder";"65";1;"Organic_World_Moringa_Leaf_Powder.png";"Condiments";"Food"
544;"P. V. S Dry Ginger Powder";"P. V. S Dry Ginger Powder";"20";1;"P_V_S_Dry_Ginger_Powder.png";"Spices";"Food"
545;"P.V.S Dry Ginger Powder Dry Ginger Powder";"P.V.S Dry Ginger Powder Dry Ginger Powder";"50";1;"P_V_S_Dry_Ginger_Powder_Dry_Ginger_Powder.png";"Spices";"Food"
546;"Packia Pure Castor Oil";"Packia Pure Castor Oil";"40";1;"Packia_Pure_Castor_Oil.png";"Oils";"Food"
547;"Pankajakasthuri Breathe Eazy Granules";"Pankajakasthuri Breathe Eazy Granules";"160";1;"Pankajakasthuri_Breathe_Eazy_Granules.png";"Medicine";"Personal Care"
548;"Pankajakasthuri Othoherb Tablet";"Pankajakasthuri Othoherb Tablet";"135";1;"Pankajakasthuri_Othoherb_Tablet.png";"Medicine";"Personal Care"
549;"Papa's Banana Stem";"Papa's Banana Stem";"28";1;"Papa_s_Banana_Stem.png";"Condiments";"Food"
550;"Papa's Coriander Rice Mix";"Papa's Coriander Rice Mix";"28";1;"Papa_s_Coriander_Rice_Mix.png";"Condiments";"Food"
551;"Papa's Mango Thokku Pickle";"Papa's Mango Thokku Pickle";"28";1;"Papa_s_Mango_Thokku_Pickle.png";"Condiments";"Food"
552;"Papa's Onion Pickle";"Papa's Onion Pickle";"28";1;"Papa_s_Onion_Pickle.png";"Condiments";"Food"
553;"Papa's Vallarai Thuvayal";"Papa's Vallarai Thuvayal";"28";1;"Papa_s_Vallarai_Thuvayal.png";"Condiments";"Food"
554;"Paper Boat Food And Memories Paper Boat Banana Chips";"Paper Boat Food And Memories Paper Boat Banana Chips";"10";1;"Paper_Boat_Food_And_Memories_Paper_Boat_Banana_Chips.png";"Snacks.";"Food"
555;"Parachute Coconut Hair Oil";"Parachute Coconut Hair Oil";"69";1;"Parachute_Coconut_Hair_Oil.png";"Oils";"Food"
556;"Parimal Jiyo Enriching Life Incense";"Parimal Jiyo Enriching Life Incense";"55";1;"Parimal_Jiyo_Enriching_Life_Incense.png";"Pooja";"Household"
557;"Parimal Jiyo Enriching Life Rose Premium Incense";"Parimal Jiyo Enriching Life Rose Premium Incense";"55";1;"Parimal_Jiyo_Enriching_Life_Rose_Premium_Incense.png";"Pooja";"Household"
558;"Pasi Paruppu Dal";"Pasi Paruppu Dal";"45";1;"Pasi_Paruppu_Dal.png";"pulses";"Food"
559;"PCR Maharaja Tailam";"PCR Maharaja Tailam";"65";1;"PCR_Maharaja_Tailam.png";"Oils";"Food"
560;"Pears Pure And Gentle Soap";"Pears Pure And Gentle Soap";"67";1;"Pears_Pure_And_Gentle_Soap.png";"Bath";"Personal Care"
561;"People Care Aloe Vera Soap";"People Care Aloe Vera Soap";"32";1;"People_Care_Aloe_Vera_Soap.png";"Produce";"Personal Care"
562;"People Care Natural Lemon Soap";"People Care Natural Lemon Soap";"32";1;"People_Care_Natural_Lemon_Soap.png";"Personal care";"Personal Care"
563;"People Care Sandal Soap";"People Care Sandal Soap";"32";1;"People_Care_Sandal_Soap.png";"Bath";"Personal Care"
564;"Pepsi Diet Cool Drink";"Pepsi Diet Cool Drink";"30";1;"Pepsi_Diet_Cool_Drink.png";"Beverages";"Food"
565;"Pril Perfect Kraft Gel";"Pril Perfect Kraft Gel";"45;96";1;"Perfect_Kraft_Grl_Pril.png";"Dishwashing";"Household"
566;"Pithambari Shining Powder";"Pithambari Shining Powder";"42";1;"Pithambari_Shining_Powder.png";"Cleaners";"Household"
567;"Point Advance Liquid Detergent";"Point Advance Liquid Detergent";"250";1;"Point_Advance_Liquid_Detergent.png";"Detergent";"Household"
568;"Ponds Startight Talc";"Ponds Startight Talc";"55;99";1;"Ponds_Ponds_Startight_Talc.png";"Bath";"Personal Care"
569;"Ponds Talc Acacia Honey";"Ponds Talc Acacia Honey";"55;99";1;"Ponds_Ponds_Talc_Acacia_Honey.png";"Bath";"Personal Care"
570;"Ponvandu Detergent Powder";"Ponvandu Detergent Powder";"65";1;"Ponvandu_Detergent_Powder.png";"Detergent";"Household"
571;"Porna Pooja Oil";"Porna Pooja Oil";"74";1;"Porna_Pooja_Oil.png";"Condiments";"Food"
572;"Pure Aloe Green Luxury Bathing Bar Soap";"Pure Aloe Green Luxury Bathing Bar Soap";"80";1;"Pure_Aloe_Green_Luxury_Bathing_Bar_Soap.png";"Bath";"Personal Care"
573;"Puttu Mami's Dinner Special Appalam";"Puttu Mami's Dinner Special Appalam";"80;38;30";1;"Puttu_Mami_s_Dinner_Special_Appalam.png";"Dinner";"Food"
574;"R.R. Herbs Chithrathai Powder";"R.R. Herbs Chithrathai Powder";"40";1;"R_R_Herbals_Chithrathai_Powder.png";"Spices";"Food"
575;"R.R.Herbs 32 Herbals Combain Powder Sugar Special Diabetes Special";"R.R.Herbs 32 Herbals Combain Powder Sugar Special Diabetes Special";"40";1;"R_R_Herbs_32_Herbals_Combain_Powder_Sugar_Special_Diabetes_Special.png";"Food";"Food"
576;"R.R.Herbs Amman Pacharasi Powder";"R.R.Herbs Amman Pacharasi Powder";"30";1;"R_R_Herbs_Amman_Pacharasi_Powder.png";"Spices";"Food"
577;"R.R.Herbs Astasuranam Powder";"R.R.Herbs Astasuranam Powder";"50";1;"R_R_Herbs_Astasuranam_Powder.png";"Spices";"Food"
578;"R.R.Herbs Kadukkai Powder";"R.R.Herbs Kadukkai Powder";"20";1;"R_R_Herbs_Kadukkai_Powder.png";"Spices";"Food"
579;"R.R.Herbs Karisalanganni Powder";"R.R.Herbs Karisalanganni Powder";"20";1;"R_R_Herbs_Karisalanganni_Powder.png";"Spices";"Food"
580;"R.R.Herbs Karuvelam Thul";"R.R.Herbs Karuvelam Thul";"20";1;"R_R_Herbs_Karuvelam_Thul.png";"Spices";"Food"
581;"R.R.Herbs Karuvepillai Powder";"R.R.Herbs Karuvepillai Powder";"20";1;"R_R_Herbs_Karuvepillai_Powder.png";"Spices";"Food"
582;"R.R.Herbs Katha Powder";"R.R.Herbs Katha Powder";"40";1;"R_R_Herbs_Katha_Powder.png";"Spices";"Food"
583;"R.R.Herbs Korai Kizhangu Powder";"R.R.Herbs Korai Kizhangu Powder";"20";1;"R_R_Herbs_Korai_Kizhangu_Powder.png";"Spices";"Food"
584;"R.R.Herbs Kuppaimeni Powder";"R.R.Herbs Kuppaimeni Powder";"30";1;"R_R_Herbs_Kuppaimeni_Powder.png";"Spices";"Food"
585;"R.R.Herbs Lavankapattai Powder";"R.R.Herbs Lavankapattai Powder";"40";1;"R_R_Herbs_Lavankapattai_Powder.png";"Spices";"Food"
586;"R.R.Herbs Lemon Peel Powder";"R.R.Herbs Lemon Peel Powder";"40";1;"R_R_Herbs_Lemon_Peel_Powder.png";"Beauty";"Personal Care"
587;"R.R.Herbs Maruthani Powder";"R.R.Herbs Maruthani Powder";"30";1;"R_R_Herbs_Maruthani_Powder.png";"Spices";"Food"
588;"R.R.Herbs Mukirettai Powder";"R.R.Herbs Mukirettai Powder";"40";1;"R_R_Herbs_Mukirettai_Powder.png";"Spices";"Food"
589;"R.R.Herbs Multani Matti Powder";"R.R.Herbs Multani Matti Powder";"20";1;"R_R_Herbs_Multani_Matti_Powder.png";"Beauty";"Personal Care"
590;"R.R.Herbs Nilaavarai Powder";"R.R.Herbs Nilaavarai Powder";"20";1;"R_R_Herbs_Nilaavarai_Powder.png";"Condiments";"Food"
591;"R.R.Herbs Nilappannakizhangu Powder";"R.R.Herbs Nilappannakizhangu Powder";"50";1;"R_R_Herbs_Nilappannakizhangu_Powder.png";"Spices";"Food"
592;"R.R.Herbs Nirmulli Vithu";"R.R.Herbs Nirmulli Vithu";"50";1;"R_R_Herbs_Nirmulli_Vithu.png";"Spices";"Food"
593;"R.R.Herbs Nochhi Powder";"R.R.Herbs Nochhi Powder";"20";1;"R_R_Herbs_Nochhi_Powder.png";"Spices";"Food"
594;"R.R.Herbs Parangi Chakkai Powder";"R.R.Herbs Parangi Chakkai Powder";"50";1;"R_R_Herbs_Parangi_Chakkai_Powder.png";"Spices";"Food"
595;"R.R.Herbs Pirandai Powder";"R.R.Herbs Pirandai Powder";"30";1;"R_R_Herbs_Pirandai_Powder.png";"Spices";"Food"
596;"R.R.Herbs Ponaganni Powder";"R.R.Herbs Ponaganni Powder";"30";1;"R_R_Herbs_Ponaganni_Powder.png";"Spices";"Food"
597;"R.R.Herbs Prangi Chakkai Powder";"R.R.Herbs Prangi Chakkai Powder";"50";1;"R_R_Herbs_Prangi_Chakkai_Powder.png";"Spices";"Food"
598;"R.R.Herbs Puthina Keerai";"R.R.Herbs Puthina Keerai";"20";1;"R_R_Herbs_Puthina_Keerai.png";"Spices";"Food"
599;"R.R.Herbs Seenthalkodi Powder";"R.R.Herbs Seenthalkodi Powder";"20";1;"R_R_Herbs_Seenthalkodi_Powder.png";"Spices";"Food"
600;"R.R.Herbs Thamara Malar Powder";"R.R.Herbs Thamara Malar Powder";"30";1;"R_R_Herbs_Thamara_Malar_Powder.png";"Spices";"Food"
601;"R.R.Herbs Thaneer Vittan";"R.R.Herbs Thaneer Vittan";"40";1;"R_R_Herbs_Thaneer_Vittan.png";"Spices";"Food"
602;"R.R.Herbs Thimbai Powder";"R.R.Herbs Thimbai Powder";"20";1;"R_R_Herbs_Thimbai_Powder.png";"Spices";"Food"
603;"R.R.Herbs Thirikadugu Powder";"R.R.Herbs Thirikadugu Powder";"60";1;"R_R_Herbs_Thirikadugu_Powder.png";"Spices";"Food"
604;"R.R.Herbs Thiripalaa Powder";"R.R.Herbs Thiripalaa Powder";"30";1;"R_R_Herbs_Thiripalaa_Powder.png";"Spices";"Food"
605;"R.R.Herbs Thottasinungi Powder";"R.R.Herbs Thottasinungi Powder";"30";1;"R_R_Herbs_Thottasinungi_Powder.png";"Spices";"Food"
606;"R.R.Herbs Venthayam Powder";"R.R.Herbs Venthayam Powder";"20";1;"R_R_Herbs_Venthayam_Powder.png";"Spices";"Food"
607;"R.S Krishna & Co Thenaimarakudi Oil";"R.S Krishna & Co Thenaimarakudi Oil";"52";1;"R_S_Krishna_Co_Thenaimarakudi_Oil.png";"Ointment";"Personal Care"
608;"R.S.Pathy Flu Headache Medicine";"R.S.Pathy Flu Headache Medicine";"65";1;"R_S_Pathy_Flu_Headache_Medicine.png";"Medicine";"Personal Care"
609;"Raja Herbal Products Lice Oil";"Raja Herbal Products Lice Oil";"40";1;"Raja_Herbal_Products_Lice_Oil.png";"Health";"Personal Care"
610;"Raja Sidhaa Marundagam Dhanvanthara Thailam";"Raja Sidhaa Marundagam Dhanvanthara Thailam";"150";1;"Raja_Sidhaa_Marundagam_Dhanvanthara_Thailam.png";"Medicine";"Personal Care"
611;"Raja Sidhaa Marundagam Neerkorvai Mathirai";"Raja Sidhaa Marundagam Neerkorvai Mathirai";"60";1;"Raja_Sidhaa_Marundagam_Neerkorvai_Mathirai.png";"Medicine";"Personal Care"
612;"Rajabogam Rice";"Rajabogam Rice";"62";1;"Rajabogam_Rice.png";"Rice.";"Food"
613;"Rajam Panakarkandu";"Rajam Panakarkandu";"35";1;"Rajam_Panakarkandu.png";"Candy";"Food"
614;"Rajam Sukku Coffee Mix";"Rajam Sukku Coffee Mix";"46";1;"Rajam_Sukku_Coffee_Mix.png";"Spices";"Food"
615;"Rajas Puffed Rice Sweets";"Rajas Puffed Rice Sweets";"35";1;"Rajas_Puffed_Rice.png";"Snacks";"Food"
616;"Rajas Sweets Rajas Kadalai Mittai";"Rajas Sweets Rajas Kadalai Mittai";"55";1;"Rajas_Sweets_Rajas_Kadalai_Mittai.png";"Confectionery";"Food"
617;"Rajas Sweets Peanut Balls";"Rajas Sweets Peanut Balls";"50";1;"Rajas_Sweets_Rajas_Peanut_Balls.png";"Confectionery";"Food"
618;"Rajas Sweets Pori Urundai";"Rajas Sweets Pori Urundai";"35";1;"Rajas_Sweets_Rajas_Pori_Urundai.png";"Snacks";"Food"
619;"Rajas Puffed Rice";"Rajas Puffed Rice";"20";1;"Rajas_Sweets_Rajas_Puffed_Rice.png";"Snacks";"Food"
620;"Rakshanas Super Market Bay Leaf";"Rakshanas Super Market Bay Leaf";"10";1;"Rakshanas_Super_Market_Bay_Leaf.png";"Spices";"Food"
621;"Rakshanas Super Market Black Channa";"Rakshanas Super Market Black Channa";"46";1;"Rakshanas_Super_Market_Black_Channa.png";"Legume";"Food"
622;"Rakshanas Super Market Cardomam";"Rakshanas Super Market Cardomam";"20";1;"Rakshanas_Super_Market_Cardomam.png";"Spices";"Food"
623;"Rakshanas Super Market Corn Fry";"Rakshanas Super Market Corn Fry";"18";1;"Rakshanas_Super_Market_Corn_Fry.png";"Snacks.";"Food"
624;"Rakshanas Super Market Cumin";"Rakshanas Super Market Cumin";"34";1;"Rakshanas_Super_Market_Cumin.png";"Spices";"Food"
625;"Rakshanas Super Market Fennel Seeds";"Rakshanas Super Market Fennel Seeds";"35";1;"Rakshanas_Super_Market_Fennel_Seeds.png";"Spices";"Food"
626;"Rakshanas Super Market Green Gram";"Rakshanas Super Market Green Gram";"55;28";1;"Rakshanas_Super_Market_Green_Gram.png";"Pulses";"Food"
627;"Rakshanas Super Market Green Peas Dry";"Rakshanas Super Market Green Peas Dry";"55";1;"Rakshanas_Super_Market_Green_Peas_Dry.png";"Pulses";"Food"
628;"Rakshanas Super Market Horse Gram";"Rakshanas Super Market Horse Gram";"18";1;"Rakshanas_Super_Market_Horse_Gram.png";"Pulses";"Food"
629;"Rakshanas Super Market Jaggery";"Rakshanas Super Market Jaggery";"75";1;"Rakshanas_Super_Market_Jaggery.png";"Condiments";"Food"
630;"Rakshanas Super Market Kalpasi";"Rakshanas Super Market Kalpasi";"12";1;"Rakshanas_Super_Market_Kalpasi.png";"Condiments";"Food"
631;"Rakshanas Super Market Karamani Red";"Rakshanas Super Market Karamani Red";"60";1;"Rakshanas_Super_Market_Karamani_Red.png";"Pulses";"Food"
632;"Rakshanas Super Market Karamani White";"Rakshanas Super Market Karamani White";"55";1;"Rakshanas_Super_Market_Karamani_White.png";"Legume";"Food"
633;"Rakshanas Super Market Mochai";"Rakshanas Super Market Mochai";"55";1;"Rakshanas_Super_Market_Mochai.png";"Pulses";"Food"
634;"Rakshanas Super Market More Milakai";"Rakshanas Super Market More Milakai";"30";1;"Rakshanas_Super_Market_More_Milakai.png";"Spices";"Food"
635;"Rakshanas Super Market Muku";"Rakshanas Super Market Muku";"20";1;"Rakshanas_Super_Market_Muku.png";"Spices";"Food"
636;"Rakshanas Super Market Mustard Seeds";"Rakshanas Super Market Mustard Seeds";"20";1;"Rakshanas_Super_Market_Mustard_Seeds.png";"Condiments";"Food"
637;"Rakshanas Super Market Onion Pappad";"Rakshanas Super Market Onion Pappad";"25";1;"Rakshanas_Super_Market_Onion_Papped.png";"Snacks.";"Food"
638;"Rakshanas Super Market Pattai Surul";"Rakshanas Super Market Pattai Surul";"20";1;"Rakshanas_Super_Market_Pattai_Surul.png";"Spices";"Food"
639;"Rakshanas Super Market Peanut";"Rakshanas Super Market Peanut";"55";1;"Rakshanas_Super_Market_Peanut.png";"Nuts";"Food"
640;"Rakshanas Super Market Pepper";"Rakshanas Super Market Pepper";"65";1;"Rakshanas_Super_Market_Pepper.png";"Spices";"Food"
641;"Rakshanas Super Market Poppy Seeds";"Rakshanas Super Market Poppy Seeds";"45";1;"Rakshanas_Super_Market_Poppy_Seeds.png";"Spices";"Food"
642;"Rakshanas Super Market Ragi";"Rakshanas Super Market Ragi";"18";1;"Rakshanas_Super_Market_Ragi.png";"Grains";"Food"
643;"Rakshanas Super Market Rajma";"Rakshanas Super Market Rajma";"55";1;"Rakshanas_Super_Market_Rajma.png";"Pulses";"Food"
644;"Rakshanas Super Market Red Chilli Long";"Rakshanas Super Market Red Chilli Long";"140";1;"Rakshanas_Super_Market_Red_Chilli_Long.png";"Spices";"Food"
645;"Rakshanas Super Market Red Chilli Round";"Rakshanas Super Market Red Chilli Round";"130";1;"Rakshanas_Super_Market_Red_Chilli_Round.png";"Spices";"Food"
646;"Rakshanas Super Market Sago";"Rakshanas Super Market Sago";"12";1;"Rakshanas_Super_Market_Sago.png";"Grains";"Food"
647;"Rakshanas Super Market Star Leaf";"Rakshanas Super Market Star Leaf";"15";1;"Rakshanas_Super_Market_Star_Leaf.png";"Spices";"Food"
648;"Rakshanas Super Market Tamarind";"Rakshanas Super Market Tamarind";"115";1;"Rakshanas_Super_Market_Tamarind.png";"Condiments";"Food"
649;"Rakshanas Super Market Turmeric Dry";"Rakshanas Super Market Turmeric Dry";"20";1;"Rakshanas_Super_Market_Turmeric_Dry.png";"Spices";"Food"
650;"Rakshanas Super Market Vermicelli";"Rakshanas Super Market Vermicelli";"20";1;"Rakshanas_Super_Market_Vermicelli.png";"Pasta";"Food"
651;"Rakshanas Super Market Whiye Channa";"Rakshanas Super Market Whiye Channa";"55";1;"Rakshanas_Super_Market_Whiye_Channa.png";"Legume";"Food"
652;"Redsun Omum Water";"Redsun Omum Water";"20";1;"Redsun_Omum_Water.png";"Beverages";"Food"
653;"Relish Fryums Triangle Snacks";"Relish Fryums Triangle Snacks";"20";1;"Relish_Fryums_Triangle_Snacks.png";"Snacks";"Food"
654;"Relish Gold Finger Snacks";"Relish Gold Finger Snacks";"20";1;"Relish_Gold_Finger_Snacks.png";"Snacks";"Food"
655;"Relish Moong Dal Snacks";"Relish Moong Dal Snacks";"49";1;"Relish_Moong_Dal_Snacks.png";"Lentils";"Food"
656;"Relish Mullu Muruku Snacks";"Relish Mullu Muruku Snacks";"49";1;"Relish_Mullu_Muruku_Snacks.png";"Snacks";"Food"
